timestamp,issuer,section,model,input_tokens,output_tokens,cost_usd
2026-04-28T08:10:23.870858+00:00,Kinder Morgan,market_risk,claude-haiku-4-5-20251001,805,1018,0.004716
2026-04-28T08:10:29.862244+00:00,Kinder Morgan,market_risk,claude-haiku-4-5-20251001,804,936,0.004387
2026-04-28T08:10:35.975598+00:00,Kinder Morgan,market_risk,claude-haiku-4-5-20251001,804,972,0.004531
2026-04-28T08:10:45.680586+00:00,Las Vegas Sands,market_risk,claude-haiku-4-5-20251001,1286,1401,0.006633
2026-04-28T08:10:54.728875+00:00,Las Vegas Sands,market_risk,claude-haiku-4-5-20251001,1297,1342,0.006406
2026-04-28T08:11:03.268059+00:00,Las Vegas Sands,market_risk,claude-haiku-4-5-20251001,1339,1286,0.006215
2026-04-28T08:11:12.319481+00:00,Las Vegas Sands,market_risk,claude-haiku-4-5-20251001,1362,1398,0.006682
2026-04-28T08:11:19.572863+00:00,Norfolk Southern,market_risk,claude-haiku-4-5-20251001,590,671,0.003156
2026-04-28T08:11:23.925453+00:00,Norfolk Southern,market_risk,claude-haiku-4-5-20251001,597,637,0.003026
2026-04-28T08:11:27.827783+00:00,Norfolk Southern,market_risk,claude-haiku-4-5-20251001,597,578,0.002790
2026-04-28T08:11:31.795111+00:00,Norfolk Southern,market_risk,claude-haiku-4-5-20251001,597,662,0.003126
2026-04-28T08:11:38.061304+00:00,Procter & Gamble,market_risk,claude-haiku-4-5-20251001,698,659,0.003194
2026-04-28T08:11:42.560550+00:00,Procter & Gamble,market_risk,claude-haiku-4-5-20251001,677,674,0.003238
2026-04-28T08:11:47.597650+00:00,Procter & Gamble,market_risk,claude-haiku-4-5-20251001,677,728,0.003454
2026-04-28T08:11:51.703023+00:00,Procter & Gamble,market_risk,claude-haiku-4-5-20251001,677,643,0.003114
2026-04-28T08:11:57.992363+00:00,Teledyne Technologies,market_risk,claude-haiku-4-5-20251001,680,1023,0.004636
2026-04-28T08:12:03.258170+00:00,Teledyne Technologies,market_risk,claude-haiku-4-5-20251001,680,788,0.003696
2026-04-28T08:12:07.908181+00:00,Teledyne Technologies,market_risk,claude-haiku-4-5-20251001,680,788,0.003696
2026-04-28T08:12:12.426592+00:00,Teledyne Technologies,market_risk,claude-haiku-4-5-20251001,680,787,0.003692
2026-05-01T08:01:56.912718+00:00,Ford Motor Company,derivatives_note,claude-haiku-4-5-20251001,2120,1736,0.008640
2026-05-01T08:01:59.296360+00:00,Ford Motor Company,market_risk,claude-haiku-4-5-20251001,1012,331,0.002134
2026-05-01T08:02:08.028613+00:00,Meta Platforms,financial_instruments,claude-haiku-4-5-20251001,1561,835,0.004589
2026-05-01T08:02:11.861429+00:00,Meta Platforms,market_risk,claude-haiku-4-5-20251001,817,635,0.003194
2026-05-01T08:02:43.611893+00:00,Coca-Cola Company (The),bootstrap,claude-sonnet-4-20250514,1785,796,0.017295
2026-05-01T08:02:52.792802+00:00,Coca-Cola Company (The),market_risk,claude-haiku-4-5-20251001,1988,1636,0.008134
2026-05-01T08:03:12.832131+00:00,Fortive,bootstrap,claude-sonnet-4-20250514,267,206,0.003891
2026-05-01T08:03:16.558379+00:00,Fortive,market_risk,claude-haiku-4-5-20251001,547,666,0.003102
2026-05-01T08:03:26.285755+00:00,General Dynamics,bootstrap,claude-sonnet-4-20250514,520,391,0.007425
2026-05-01T08:03:31.723759+00:00,General Dynamics,market_risk,claude-haiku-4-5-20251001,884,1000,0.004707
2026-05-01T08:03:51.659640+00:00,L3Harris,bootstrap,claude-sonnet-4-20250514,974,526,0.010812
2026-05-01T08:03:57.560035+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,1403,1060,0.005362
2026-05-01T08:04:27.589874+00:00,Seagate Technology,bootstrap,claude-sonnet-4-20250514,1507,391,0.010386
2026-05-01T08:04:35.538438+00:00,Seagate Technology,market_risk,claude-haiku-4-5-20251001,1553,1437,0.006990
2026-05-01T08:04:45.058733+00:00,Stanley Black & Decker,bootstrap,claude-sonnet-4-20250514,270,290,0.005160
2026-05-01T08:04:48.160300+00:00,Stanley Black & Decker,market_risk,claude-haiku-4-5-20251001,563,577,0.002758
2026-05-01T08:05:02.105450+00:00,Textron,bootstrap,claude-sonnet-4-20250514,2574,528,0.015642
2026-05-01T08:05:08.603420+00:00,Textron,market_risk,claude-haiku-4-5-20251001,1299,1046,0.005223
2026-05-01T08:05:15.258852+00:00,Textron,market_risk,claude-haiku-4-5-20251001,1261,1033,0.005141
2026-05-01T08:05:28.374883+00:00,Veralto,bootstrap,claude-sonnet-4-20250514,1251,483,0.010998
2026-05-01T08:05:32.195700+00:00,Veralto,market_risk,claude-haiku-4-5-20251001,633,753,0.003518
2026-05-02T07:19:37.935378+00:00,Coca-Cola Company (The),market_risk,claude-haiku-4-5-20251001,1181,1808,0.008177
2026-05-02T07:19:44.068201+00:00,Coca-Cola Company (The),market_risk,claude-haiku-4-5-20251001,929,1174,0.005439
2026-05-02T07:19:50.308982+00:00,Coca-Cola Company (The),market_risk,claude-haiku-4-5-20251001,931,1185,0.005485
2026-05-02T07:19:56.858058+00:00,Coca-Cola Company (The),market_risk,claude-haiku-4-5-20251001,931,1328,0.006057
2026-05-02T07:20:05.960147+00:00,Fortive,market_risk,claude-haiku-4-5-20251001,677,774,0.003638
2026-05-02T07:20:10.753754+00:00,Fortive,market_risk,claude-haiku-4-5-20251001,721,666,0.003241
2026-05-02T07:20:15.454026+00:00,Fortive,market_risk,claude-haiku-4-5-20251001,719,633,0.003107
2026-05-02T07:20:20.433631+00:00,Fortive,market_risk,claude-haiku-4-5-20251001,689,730,0.003471
2026-05-02T07:20:25.347558+00:00,General Dynamics,market_risk,claude-haiku-4-5-20251001,753,806,0.003826
2026-05-02T07:20:29.079702+00:00,General Dynamics,market_risk,claude-haiku-4-5-20251001,642,687,0.003262
2026-05-02T07:20:33.147581+00:00,General Dynamics,market_risk,claude-haiku-4-5-20251001,642,692,0.003282
2026-05-02T07:20:36.989299+00:00,General Dynamics,market_risk,claude-haiku-4-5-20251001,642,700,0.003314
2026-05-02T07:20:48.650539+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,1743,1227,0.006302
2026-05-02T07:20:53.466729+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,872,836,0.004042
2026-05-02T07:20:58.990386+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,711,867,0.004037
2026-05-02T07:21:04.682392+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,717,902,0.004182
2026-05-02T07:21:09.046564+00:00,L3Harris,market_risk,claude-haiku-4-5-20251001,718,822,0.003862
2026-05-02T07:21:23.807675+00:00,Seagate Technology,market_risk,claude-haiku-4-5-20251001,2054,1527,0.007751
2026-05-02T07:21:34.958281+00:00,Seagate Technology,market_risk,claude-haiku-4-5-20251001,1923,1680,0.008258
2026-05-02T07:21:44.071071+00:00,Seagate Technology,market_risk,claude-haiku-4-5-20251001,1965,1532,0.007700
2026-05-02T07:21:54.517399+00:00,Seagate Technology,market_risk,claude-haiku-4-5-20251001,2090,1635,0.008212
2026-05-02T07:22:00.038216+00:00,Stanley Black & Decker,market_risk,claude-haiku-4-5-20251001,693,749,0.003550
2026-05-02T07:22:04.945598+00:00,Stanley Black & Decker,market_risk,claude-haiku-4-5-20251001,703,702,0.003370
2026-05-02T07:22:09.162870+00:00,Stanley Black & Decker,market_risk,claude-haiku-4-5-20251001,724,621,0.003063
2026-05-02T07:22:13.751422+00:00,Stanley Black & Decker,market_risk,claude-haiku-4-5-20251001,724,696,0.003363
2026-05-02T07:22:19.610163+00:00,Textron,market_risk,claude-haiku-4-5-20251001,709,942,0.004335
2026-05-02T07:22:24.016338+00:00,Textron,market_risk,claude-haiku-4-5-20251001,721,748,0.003569
2026-05-02T07:22:28.198709+00:00,Textron,market_risk,claude-haiku-4-5-20251001,721,724,0.003473
2026-05-02T07:22:33.344922+00:00,Textron,market_risk,claude-haiku-4-5-20251001,721,800,0.003777
2026-05-02T07:22:39.650796+00:00,Veralto,market_risk,claude-haiku-4-5-20251001,693,1301,0.005758
2026-05-02T07:22:44.525205+00:00,Veralto,market_risk,claude-haiku-4-5-20251001,693,865,0.004014
2026-05-02T07:22:48.781013+00:00,Veralto,market_risk,claude-haiku-4-5-20251001,693,751,0.003558
2026-05-02T07:22:54.206975+00:00,Veralto,market_risk,claude-haiku-4-5-20251001,693,924,0.004250
2026-05-05T07:54:45.226662+00:00,Merck & Co.,derivatives_note,claude-haiku-4-5-20251001,6277,1255,0.010042
2026-05-05T07:54:47.309155+00:00,Merck & Co.,market_risk,claude-haiku-4-5-20251001,457,243,0.001338
2026-05-22T08:49:17.768958+00:00,A. O. Smith,bootstrap,claude-sonnet-4-20250514,246,213,0.003933
2026-05-22T08:49:37.367902+00:00,Abbott Laboratories,bootstrap,claude-sonnet-4-20250514,1996,522,0.013818
2026-05-22T08:50:06.906772+00:00,AbbVie,bootstrap,claude-sonnet-4-20250514,985,465,0.009930
2026-05-22T08:50:15.276113+00:00,AbbVie,market_risk,claude-haiku-4-5-20251001,1401,1209,0.005957
2026-05-22T08:50:26.782542+00:00,Advanced Micro Devices,bootstrap,claude-sonnet-4-20250514,2021,745,0.017238
2026-05-22T08:50:49.811011+00:00,AES Corporation,bootstrap,claude-sonnet-4-20250514,2450,509,0.014985
2026-05-22T08:51:10.047781+00:00,Agilent Technologies,bootstrap,claude-sonnet-4-20250514,908,427,0.009129
2026-05-22T08:51:18.698050+00:00,Agilent Technologies,market_risk,claude-haiku-4-5-20251001,1296,1039,0.005193
2026-05-22T08:51:31.396516+00:00,Air Products,bootstrap,claude-sonnet-4-20250514,1620,615,0.014085
2026-05-22T08:51:52.168106+00:00,Airbnb,bootstrap,claude-sonnet-4-20250514,2821,697,0.018918
2026-05-22T08:52:14.731658+00:00,Akamai Technologies,bootstrap,claude-sonnet-4-20250514,1306,454,0.010728
2026-05-22T08:52:21.886469+00:00,Akamai Technologies,market_risk,claude-haiku-4-5-20251001,1701,1056,0.005585
2026-05-22T08:52:32.918343+00:00,Albemarle Corporation,bootstrap,claude-sonnet-4-20250514,1373,517,0.011874
2026-05-22T08:52:52.054496+00:00,Align Technology,bootstrap,claude-sonnet-4-20250514,2468,515,0.015129
2026-05-22T08:53:09.479657+00:00,Align Technology,market_risk,claude-haiku-4-5-20251001,1272,983,0.004950
2026-05-22T08:53:18.489244+00:00,Allegion,bootstrap,claude-sonnet-4-20250514,1340,459,0.010905
2026-05-22T08:53:34.324788+00:00,Allegion,market_risk,claude-haiku-4-5-20251001,1376,1041,0.005265
2026-05-22T08:53:46.666684+00:00,Alliant Energy,bootstrap,claude-sonnet-4-20250514,1800,489,0.012735
2026-05-22T08:53:50.627244+00:00,Alliant Energy,market_risk,claude-haiku-4-5-20251001,650,709,0.003356
2026-05-22T08:54:02.279485+00:00,Alphabet Inc. (Class A),bootstrap,claude-sonnet-4-20250514,3609,584,0.019587
2026-05-22T08:54:25.598853+00:00,Altria,bootstrap,claude-sonnet-4-20250514,2841,350,0.013773
2026-05-22T08:54:43.487853+00:00,Amazon,bootstrap,claude-sonnet-4-20250514,2083,495,0.013674
2026-05-22T08:54:49.590042+00:00,Amazon,financial_instruments,claude-haiku-4-5-20251001,1217,761,0.004018
2026-05-22T08:55:10.736204+00:00,Amcor,bootstrap,claude-sonnet-4-20250514,3125,596,0.018315
2026-05-22T08:55:29.905760+00:00,Ameren,bootstrap,claude-sonnet-4-20250514,1320,391,0.009825
2026-05-22T08:55:38.619675+00:00,Ameren,market_risk,claude-haiku-4-5-20251001,986,796,0.003973
2026-05-22T08:55:58.767514+00:00,American Electric Power,bootstrap,claude-sonnet-4-20250514,3076,494,0.016638
2026-05-22T08:56:14.411486+00:00,American Electric Power,market_risk,claude-haiku-4-5-20251001,3514,1535,0.008951
2026-05-22T08:56:24.371315+00:00,American Water Works,bootstrap,claude-sonnet-4-20250514,1738,473,0.012309
2026-05-22T08:56:34.070630+00:00,American Water Works,market_risk,claude-haiku-4-5-20251001,1716,1095,0.005753
2026-05-22T08:56:40.615677+00:00,Ametek,bootstrap,claude-sonnet-4-20250514,347,244,0.004701
2026-05-22T08:56:46.611877+00:00,Ametek,market_risk,claude-haiku-4-5-20251001,639,560,0.002751
2026-05-22T08:56:56.720817+00:00,Amgen,bootstrap,claude-sonnet-4-20250514,1939,456,0.012657
2026-05-22T08:57:11.073576+00:00,Amgen,market_risk,claude-haiku-4-5-20251001,3119,1464,0.008351
2026-05-22T08:57:21.995248+00:00,Amphenol,bootstrap,claude-sonnet-4-20250514,2467,490,0.014751
2026-05-22T08:57:31.844170+00:00,Amphenol,market_risk,claude-haiku-4-5-20251001,2456,1258,0.006997
2026-05-22T08:57:42.402964+00:00,Analog Devices,bootstrap,claude-sonnet-4-20250514,1416,485,0.011523
2026-05-22T08:57:51.922989+00:00,Analog Devices,market_risk,claude-haiku-4-5-20251001,1833,1368,0.006938
2026-05-22T08:58:03.017720+00:00,APA Corporation,bootstrap,claude-sonnet-4-20250514,2142,452,0.013206
2026-05-22T08:58:17.430572+00:00,APA Corporation,market_risk,claude-haiku-4-5-20251001,1959,1577,0.007875
2026-05-22T08:58:27.676030+00:00,Apple Inc.,bootstrap,claude-sonnet-4-20250514,3274,549,0.018057
2026-05-22T08:58:34.563252+00:00,Apple Inc.,financial_instruments,claude-haiku-4-5-20251001,2937,677,0.005058
2026-05-22T08:58:42.031865+00:00,Apple Inc.,market_risk,claude-haiku-4-5-20251001,1292,1096,0.005418
2026-05-22T08:58:52.261251+00:00,Applied Materials,bootstrap,claude-sonnet-4-20250514,726,509,0.009813
2026-05-22T08:58:58.562895+00:00,Applied Materials,market_risk,claude-haiku-4-5-20251001,1159,1177,0.005635
2026-05-22T08:59:07.190174+00:00,AppLovin,bootstrap,claude-sonnet-4-20250514,1059,412,0.009357
2026-05-22T08:59:10.948349+00:00,AppLovin,financial_instruments,claude-haiku-4-5-20251001,808,434,0.002382
2026-05-22T08:59:19.995477+00:00,AppLovin,market_risk,claude-haiku-4-5-20251001,1094,1194,0.005651
2026-05-22T08:59:31.306467+00:00,Aptiv,bootstrap,claude-sonnet-4-20250514,2329,519,0.014772
2026-05-22T08:59:40.528257+00:00,Aptiv,market_risk,claude-haiku-4-5-20251001,2270,1180,0.006536
2026-05-22T08:59:52.474286+00:00,Archer Daniels Midland,bootstrap,claude-sonnet-4-20250514,3184,522,0.017382
2026-05-22T09:00:00.463263+00:00,Archer Daniels Midland,market_risk,claude-haiku-4-5-20251001,1690,1097,0.005740
2026-05-22T09:00:09.016385+00:00,Arista Networks,bootstrap,claude-sonnet-4-20250514,1321,384,0.009723
2026-05-22T09:00:15.562291+00:00,Arista Networks,market_risk,claude-haiku-4-5-20251001,1440,1116,0.005616
2026-05-22T09:00:25.493608+00:00,AT&T,bootstrap,claude-sonnet-4-20250514,1799,424,0.011757
2026-05-22T09:00:34.328366+00:00,AT&T,market_risk,claude-haiku-4-5-20251001,4482,1101,0.007990
2026-05-22T09:00:44.888611+00:00,Atmos Energy,bootstrap,claude-sonnet-4-20250514,631,478,0.009063
2026-05-22T09:00:52.176636+00:00,Atmos Energy,market_risk,claude-haiku-4-5-20251001,1038,1268,0.005902
2026-05-22T09:01:01.725974+00:00,Autodesk,bootstrap,claude-sonnet-4-20250514,981,610,0.012093
2026-05-22T09:01:08.754244+00:00,Autodesk,market_risk,claude-haiku-4-5-20251001,1471,1110,0.005617
2026-05-22T09:01:14.881783+00:00,Automatic Data Processing,bootstrap,claude-sonnet-4-20250514,285,205,0.003930
2026-05-22T09:01:19.130820+00:00,Automatic Data Processing,market_risk,claude-haiku-4-5-20251001,526,547,0.002609
2026-05-22T09:01:29.741044+00:00,AutoZone,bootstrap,claude-sonnet-4-20250514,1269,476,0.010947
2026-05-22T09:01:37.835637+00:00,AutoZone,market_risk,claude-haiku-4-5-20251001,1668,1199,0.006130
2026-05-22T09:01:47.995853+00:00,Avery Dennison,bootstrap,claude-sonnet-4-20250514,2212,490,0.013986
2026-05-22T09:01:51.275765+00:00,Avery Dennison,financial_instruments,claude-haiku-4-5-20251001,1774,357,0.002847
2026-05-22T09:01:57.997868+00:00,Avery Dennison,market_risk,claude-haiku-4-5-20251001,1227,977,0.004890
2026-05-22T09:02:08.130699+00:00,Axon Enterprise,bootstrap,claude-sonnet-4-20250514,1289,477,0.011022
2026-05-22T09:02:15.295522+00:00,Axon Enterprise,market_risk,claude-haiku-4-5-20251001,1314,1161,0.005695
2026-05-22T09:02:27.689870+00:00,Ball Corporation,bootstrap,claude-sonnet-4-20250514,1747,563,0.013686
2026-05-22T09:02:37.465105+00:00,Ball Corporation,market_risk,claude-haiku-4-5-20251001,1921,1400,0.007137
2026-05-22T09:02:44.759289+00:00,Baxter International,bootstrap,claude-sonnet-4-20250514,335,267,0.005010
2026-05-22T09:02:48.881898+00:00,Baxter International,market_risk,claude-haiku-4-5-20251001,540,665,0.003092
2026-05-22T09:02:58.324542+00:00,Becton Dickinson,bootstrap,claude-sonnet-4-20250514,1267,384,0.009561
2026-05-22T09:03:03.043495+00:00,Becton Dickinson,financial_instruments,claude-haiku-4-5-20251001,1723,483,0.003310
2026-05-22T09:03:07.090357+00:00,Becton Dickinson,market_risk,claude-haiku-4-5-20251001,612,694,0.003266
2026-05-22T09:03:13.734083+00:00,Best Buy,bootstrap,claude-sonnet-4-20250514,364,318,0.005862
2026-05-22T09:03:17.791380+00:00,Best Buy,market_risk,claude-haiku-4-5-20251001,678,724,0.003438
2026-05-22T09:03:27.468568+00:00,Bio-Techne,bootstrap,claude-sonnet-4-20250514,1663,378,0.010659
2026-05-22T09:03:39.046625+00:00,Bio-Techne,market_risk,claude-haiku-4-5-20251001,1677,1810,0.008582
2026-05-22T09:03:51.531828+00:00,Biogen,bootstrap,claude-sonnet-4-20250514,1567,452,0.011481
2026-05-22T09:03:59.486830+00:00,Biogen,market_risk,claude-haiku-4-5-20251001,1946,1001,0.005561
2026-05-22T09:04:08.911708+00:00,Booking Holdings,bootstrap,claude-sonnet-4-20250514,1198,451,0.010359
2026-05-22T09:04:18.344616+00:00,Booking Holdings,market_risk,claude-haiku-4-5-20251001,1576,1295,0.006441
2026-05-22T09:04:28.521994+00:00,Boston Scientific,bootstrap,claude-sonnet-4-20250514,807,515,0.010146
2026-05-22T09:04:35.483756+00:00,Boston Scientific,market_risk,claude-haiku-4-5-20251001,1263,1203,0.005822
2026-05-22T09:04:46.070253+00:00,Bristol Myers Squibb,bootstrap,claude-sonnet-4-20250514,1216,454,0.010458
2026-05-22T09:04:49.322149+00:00,Bristol Myers Squibb,financial_instruments,claude-haiku-4-5-20251001,641,445,0.002293
2026-05-22T09:04:54.661746+00:00,Bristol Myers Squibb,market_risk,claude-haiku-4-5-20251001,1049,861,0.004283
2026-05-22T09:05:02.246271+00:00,Broadcom,bootstrap,claude-sonnet-4-20250514,523,341,0.006684
2026-05-22T09:05:07.186284+00:00,Broadcom,market_risk,claude-haiku-4-5-20251001,866,775,0.003793
2026-05-22T09:05:17.570495+00:00,Broadridge Financial Solutions,bootstrap,claude-sonnet-4-20250514,1063,529,0.011124
2026-05-22T09:05:24.174057+00:00,Broadridge Financial Solutions,market_risk,claude-haiku-4-5-20251001,1478,1096,0.005566
2026-05-22T09:05:34.247651+00:00,Brown–Forman,bootstrap,claude-sonnet-4-20250514,914,479,0.009927
2026-05-22T09:05:39.840172+00:00,Brown–Forman,market_risk,claude-haiku-4-5-20251001,1334,1031,0.005191
2026-05-23T08:05:59.334521+00:00,Abbott Laboratories,financial_instruments,claude-haiku-4-5-20251001,1129,404,0.002519
2026-05-23T08:06:03.574722+00:00,Abbott Laboratories,financial_instruments,claude-haiku-4-5-20251001,1147,452,0.002726
2026-05-23T08:06:07.612668+00:00,Abbott Laboratories,financial_instruments,claude-haiku-4-5-20251001,1147,422,0.002606
2026-05-23T08:06:14.670687+00:00,Abbott Laboratories,financial_instruments,claude-haiku-4-5-20251001,676,442,0.002309
2026-05-23T08:06:20.335232+00:00,AbbVie,market_risk,claude-haiku-4-5-20251001,1005,857,0.004232
2026-05-23T08:06:26.273015+00:00,AbbVie,market_risk,claude-haiku-4-5-20251001,726,903,0.004193
2026-05-23T08:06:32.070384+00:00,AbbVie,market_risk,claude-haiku-4-5-20251001,726,852,0.003989
2026-05-23T08:06:36.956460+00:00,AbbVie,market_risk,claude-haiku-4-5-20251001,726,800,0.003781
2026-05-23T08:06:43.930155+00:00,Advanced Micro Devices,financial_instruments,claude-haiku-4-5-20251001,2060,594,0.004024
2026-05-23T08:06:48.754087+00:00,Advanced Micro Devices,market_risk,claude-haiku-4-5-20251001,842,864,0.004130
2026-05-23T08:06:56.065258+00:00,Advanced Micro Devices,financial_instruments,claude-haiku-4-5-20251001,2218,768,0.004846
2026-05-23T08:07:01.059277+00:00,Advanced Micro Devices,market_risk,claude-haiku-4-5-20251001,855,961,0.004528
2026-05-23T08:07:09.228480+00:00,Advanced Micro Devices,financial_instruments,claude-haiku-4-5-20251001,2158,813,0.004978
2026-05-23T08:07:13.357633+00:00,Advanced Micro Devices,market_risk,claude-haiku-4-5-20251001,855,835,0.004024
2026-05-23T08:07:21.591172+00:00,Advanced Micro Devices,financial_instruments,claude-haiku-4-5-20251001,2493,786,0.005138
2026-05-23T08:07:25.835326+00:00,Advanced Micro Devices,market_risk,claude-haiku-4-5-20251001,855,839,0.004040
2026-05-23T08:07:42.081152+00:00,AES Corporation,market_risk,claude-haiku-4-5-20251001,3007,1504,0.008422
2026-05-23T08:08:00.341414+00:00,AES Corporation,market_risk,claude-haiku-4-5-20251001,3456,1611,0.009209
2026-05-23T08:08:16.973815+00:00,AES Corporation,market_risk,claude-haiku-4-5-20251001,3439,1581,0.009075
2026-05-23T08:08:34.963853+00:00,AES Corporation,market_risk,claude-haiku-4-5-20251001,3362,1645,0.009270
2026-05-23T08:08:42.215929+00:00,Agilent Technologies,market_risk,claude-haiku-4-5-20251001,1431,998,0.005137
2026-05-23T08:08:48.789452+00:00,Agilent Technologies,market_risk,claude-haiku-4-5-20251001,1423,957,0.004966
2026-05-23T08:08:55.231052+00:00,Agilent Technologies,market_risk,claude-haiku-4-5-20251001,1409,956,0.004951
2026-05-23T08:09:01.251166+00:00,Agilent Technologies,market_risk,claude-haiku-4-5-20251001,1421,940,0.004897
2026-05-23T08:09:09.766572+00:00,Air Products,market_risk,claude-haiku-4-5-20251001,1436,1309,0.006385
2026-05-23T08:09:19.241061+00:00,Air Products,market_risk,claude-haiku-4-5-20251001,1656,1528,0.007437
2026-05-23T08:09:27.956416+00:00,Air Products,market_risk,claude-haiku-4-5-20251001,1537,1453,0.007042
2026-05-23T08:09:36.219908+00:00,Air Products,market_risk,claude-haiku-4-5-20251001,1524,1272,0.006307
2026-05-23T08:09:42.537171+00:00,Airbnb,market_risk,claude-haiku-4-5-20251001,761,1054,0.004825
2026-05-23T08:09:49.279211+00:00,Airbnb,market_risk,claude-haiku-4-5-20251001,774,932,0.004347
2026-05-23T08:09:54.585524+00:00,Airbnb,market_risk,claude-haiku-4-5-20251001,774,939,0.004375
2026-05-23T08:10:02.070730+00:00,Airbnb,market_risk,claude-haiku-4-5-20251001,1116,1108,0.005325
2026-05-23T08:10:11.637666+00:00,Akamai Technologies,market_risk,claude-haiku-4-5-20251001,1820,1162,0.006104
2026-05-23T08:10:19.248909+00:00,Akamai Technologies,market_risk,claude-haiku-4-5-20251001,1820,964,0.005312
2026-05-23T08:10:26.390258+00:00,Akamai Technologies,market_risk,claude-haiku-4-5-20251001,1819,1005,0.005475
2026-05-23T08:10:34.561088+00:00,Akamai Technologies,market_risk,claude-haiku-4-5-20251001,1864,1087,0.005839
2026-05-23T08:10:41.210294+00:00,Albemarle Corporation,market_risk,claude-haiku-4-5-20251001,1187,1066,0.005214
2026-05-23T08:10:49.719215+00:00,Albemarle Corporation,market_risk,claude-haiku-4-5-20251001,1319,1269,0.006131
2026-05-23T08:10:59.545665+00:00,Albemarle Corporation,market_risk,claude-haiku-4-5-20251001,1320,1255,0.006076
2026-05-23T08:11:09.398893+00:00,Albemarle Corporation,market_risk,claude-haiku-4-5-20251001,1319,1214,0.005911
2026-05-23T08:11:14.983759+00:00,Align Technology,financial_instruments,claude-haiku-4-5-20251001,2608,474,0.003982
2026-05-23T08:11:22.014973+00:00,Align Technology,market_risk,claude-haiku-4-5-20251001,1699,1062,0.005607
2026-05-23T08:11:29.412610+00:00,Align Technology,financial_instruments,claude-haiku-4-5-20251001,2730,663,0.004836
2026-05-23T08:11:36.734323+00:00,Align Technology,market_risk,claude-haiku-4-5-20251001,1712,1100,0.005770
2026-05-23T08:11:42.454981+00:00,Align Technology,financial_instruments,claude-haiku-4-5-20251001,2665,546,0.004316
2026-05-23T08:11:48.928564+00:00,Align Technology,market_risk,claude-haiku-4-5-20251001,1728,1046,0.005566
2026-05-23T08:11:55.823296+00:00,Align Technology,financial_instruments,claude-haiku-4-5-20251001,3000,641,0.004964
2026-05-23T08:12:03.550382+00:00,Align Technology,market_risk,claude-haiku-4-5-20251001,1706,1112,0.005813
2026-05-23T08:12:07.392238+00:00,Allegion,financial_instruments,claude-haiku-4-5-20251001,783,454,0.002442
2026-05-23T08:12:12.725239+00:00,Allegion,market_risk,claude-haiku-4-5-20251001,794,871,0.004119
2026-05-23T08:12:16.531407+00:00,Allegion,financial_instruments,claude-haiku-4-5-20251001,815,438,0.002404
2026-05-23T08:12:21.223047+00:00,Allegion,market_risk,claude-haiku-4-5-20251001,710,855,0.003988
2026-05-23T08:12:24.847709+00:00,Allegion,financial_instruments,claude-haiku-4-5-20251001,815,453,0.002464
2026-05-23T08:12:30.377398+00:00,Allegion,market_risk,claude-haiku-4-5-20251001,710,947,0.004356
2026-05-23T08:12:33.516970+00:00,Allegion,financial_instruments,claude-haiku-4-5-20251001,815,394,0.002228
2026-05-23T08:12:38.639211+00:00,Allegion,market_risk,claude-haiku-4-5-20251001,710,913,0.004220
2026-05-23T08:12:43.277989+00:00,Alliant Energy,market_risk,claude-haiku-4-5-20251001,661,659,0.003165
2026-05-23T08:12:47.649157+00:00,Alliant Energy,market_risk,claude-haiku-4-5-20251001,661,664,0.003185
2026-05-23T08:12:51.838416+00:00,Alliant Energy,market_risk,claude-haiku-4-5-20251001,661,655,0.003149
2026-05-23T08:12:56.142333+00:00,Alliant Energy,market_risk,claude-haiku-4-5-20251001,661,643,0.003101
2026-05-23T08:13:03.466156+00:00,Alphabet Inc. (Class A),financial_instruments,claude-haiku-4-5-20251001,5745,622,0.007084
2026-05-23T08:13:10.621670+00:00,Alphabet Inc. (Class A),financial_instruments,claude-haiku-4-5-20251001,5707,732,0.007494
2026-05-23T08:13:15.908824+00:00,Alphabet Inc. (Class A),market_risk,claude-haiku-4-5-20251001,776,863,0.004073
2026-05-23T08:13:25.627469+00:00,Alphabet Inc. (Class A),financial_instruments,claude-haiku-4-5-20251001,6483,869,0.008662
2026-05-23T08:13:29.989058+00:00,Alphabet Inc. (Class A),market_risk,claude-haiku-4-5-20251001,818,820,0.003934
2026-05-23T08:13:42.845411+00:00,Alphabet Inc. (Class A),financial_instruments,claude-haiku-4-5-20251001,6587,1277,0.010378
2026-05-23T08:13:48.268919+00:00,Alphabet Inc. (Class A),market_risk,claude-haiku-4-5-20251001,816,877,0.004161
2026-05-23T08:13:54.300990+00:00,Alphabet Inc. (Class A),financial_instruments,claude-haiku-4-5-20251001,5916,540,0.006893
2026-05-23T08:13:59.601729+00:00,Alphabet Inc. (Class A),market_risk,claude-haiku-4-5-20251001,816,876,0.004157
2026-05-23T08:14:05.116501+00:00,Altria,market_risk,claude-haiku-4-5-20251001,832,693,0.003438
2026-05-23T08:14:10.120416+00:00,Altria,market_risk,claude-haiku-4-5-20251001,901,697,0.003509
