ticker,issuer_name,cik,sector,status,archetype_guess,config_path,last_checked_at,last_filing_date_seen,last_processed_period,activation_fail_count,notes
SMCI,Supermicro,1375365,Information Technology,active,,/home/user/sec-derivatives-/profiles/smci.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
SNPS,Synopsys,883241,Information Technology,active,,/home/user/sec-derivatives-/profiles/snps.yaml,2026-06-04T09:25:16Z,2026-04-30,,0,
SYY,Sysco,96021,Consumer Staples,active_needs_review,,profiles/syy.yaml,2026-06-04T11:59:58Z,2026-03-28,,0,
TMUS,T-Mobile US,1283699,Communication Services,active_needs_review,,/home/user/sec-derivatives-/profiles/tmus.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TTWO,Take-Two Interactive,946581,Communication Services,active_needs_review,,/home/user/sec-derivatives-/profiles/ttwo.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TPR,"Tapestry, Inc.",1116132,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/tpr.yaml,2026-06-04T09:25:17Z,2026-03-28,,0,
TRGP,Targa Resources,1389170,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/trgp.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TGT,Target Corporation,27419,Consumer Staples,active_needs_review,,/home/user/sec-derivatives-/profiles/tgt.yaml,2026-06-04T09:25:17Z,2026-05-02,,0,
TEL,TE Connectivity,1385157,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/tel.yaml,2026-06-04T09:25:17Z,2026-03-27,,0,
TDY,Teledyne Technologies,1094285,Information Technology,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/tdy.yaml,2026-06-03T10:44:41Z,2026-03-29,,0,
TER,Teradyne,97210,Information Technology,active_needs_review,,profiles/ter.yaml,2026-06-04T11:59:58Z,2026-03-29,,0,
TSLA,"Tesla, Inc.",1318605,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/tsla.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TXN,Texas Instruments,97476,Information Technology,active_needs_review,,profiles/txn.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
TPL,Texas Pacific Land Corporation,1811074,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/tpl.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TXT,Textron,217346,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/txt.yaml,2026-06-03T10:44:41Z,2026-04-04,,0,
TMO,Thermo Fisher Scientific,97745,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/tmo.yaml,2026-06-04T09:25:17Z,2026-03-28,,0,
TJX,TJX Companies,109198,Consumer Discretionary,failed_activation,,,2026-06-04T12:22:24Z,2026-05-02,,1,
TKO,TKO Group Holdings,1973266,Communication Services,active_needs_review,,/home/user/sec-derivatives-/profiles/tko.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TTD,Trade Desk (The),1671933,Communication Services,active_needs_review,,/home/user/sec-derivatives-/profiles/ttd.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TSCO,Tractor Supply,916365,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/tsco.yaml,2026-06-04T09:25:17Z,2026-03-28,,0,
TT,Trane Technologies,1466258,Industrials,failed_activation,,,2026-06-04T12:22:24Z,2026-03-31,,1,
TDG,TransDigm Group,1260221,Industrials,active,,/home/user/sec-derivatives-/profiles/tdg.yaml,2026-06-04T09:25:17Z,2026-03-28,,0,
TRMB,Trimble Inc.,864749,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/trmb.yaml,2026-06-04T09:25:17Z,2026-04-03,,0,
TYL,Tyler Technologies,860731,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/tyl.yaml,2026-06-04T09:25:17Z,2026-03-31,,0,
TSN,Tyson Foods,100493,Consumer Staples,active_needs_review,,profiles/tsn.yaml,2026-06-04T11:59:58Z,2026-03-28,,0,
UBER,Uber,1543151,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/uber.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
ULTA,Ulta Beauty,1403568,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/ulta.yaml,2026-06-04T11:26:23Z,2026-05-02,,0,
UNP,Union Pacific Corporation,100885,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/unp.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
UAL,United Airlines Holdings,100517,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/ual.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
UPS,United Parcel Service,1090727,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/ups.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
URI,United Rentals,1067701,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/uri.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
UNH,UnitedHealth Group,731766,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/unh.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
UHS,Universal Health Services,352915,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/uhs.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VLO,Valero Energy,1035002,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/vlo.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VLTO,Veralto,1967680,Industrials,active_needs_review,,/home/runner/work/sec-derivatives-/sec-derivatives-/profiles/vlto.yaml,2026-06-03T10:44:41Z,2026-04-03,,0,
VRSN,Verisign,1014473,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/vrsn.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VRSK,Verisk Analytics,1442145,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/vrsk.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VZ,Verizon,732712,Communication Services,active_needs_review,,/home/user/sec-derivatives-/profiles/vz.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VRTX,Vertex Pharmaceuticals,875320,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/vrtx.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
VTRS,Viatris,1792044,Health Care,active_needs_review,,profiles/vtrs.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
VST,Vistra Corp.,1692819,Utilities,active_needs_review,,profiles/vst.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
VMC,Vulcan Materials Company,1396009,Materials,active_needs_review,,/home/user/sec-derivatives-/profiles/vmc.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
GWW,W. W. Grainger,277135,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/gww.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
WAB,Wabtec,943452,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/wab.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
WMT,Walmart,104169,Consumer Staples,active_needs_review,,/home/user/sec-derivatives-/profiles/wmt.yaml,2026-06-04T11:26:23Z,2026-04-30,,0,
DIS,Walt Disney Company (The),1744489,Communication Services,active,,profiles/dis.yaml,2026-06-04T11:59:58Z,2026-03-28,,0,
WBD,Warner Bros. Discovery,1437107,Communication Services,active_needs_review,,profiles/wbd.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
WM,Waste Management,823768,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/wm.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
WAT,Waters Corporation,1000697,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/wat.yaml,2026-06-04T11:26:23Z,2026-04-04,,0,
WEC,WEC Energy Group,783325,Utilities,active_needs_review,,profiles/wec.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
WST,West Pharmaceutical Services,105770,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/wst.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
WDC,Western Digital,106040,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/wdc.yaml,2026-06-04T11:26:23Z,2026-04-03,,0,
WSM,"Williams-Sonoma, Inc.",719955,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/wsm.yaml,2026-06-04T11:26:23Z,2026-05-03,,0,
WMB,Williams Companies,107263,Energy,active_needs_review,,/home/user/sec-derivatives-/profiles/wmb.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
WDAY,"Workday, Inc.",1327811,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/wday.yaml,2026-06-04T11:26:23Z,2026-04-30,,0,
WYNN,Wynn Resorts,1174922,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/wynn.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
XEL,Xcel Energy,72903,Utilities,active_needs_review,,profiles/xel.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
XYL,Xylem Inc.,1524472,Industrials,active_needs_review,,/home/user/sec-derivatives-/profiles/xyl.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
YUM,Yum! Brands,1041061,Consumer Discretionary,active_needs_review,,/home/user/sec-derivatives-/profiles/yum.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
ZBRA,Zebra Technologies,877212,Information Technology,active_needs_review,,/home/user/sec-derivatives-/profiles/zbra.yaml,2026-06-04T11:26:23Z,2026-04-04,,0,
ZBH,Zimmer Biomet,1136869,Health Care,active_needs_review,,profiles/zbh.yaml,2026-06-04T11:59:58Z,2026-03-31,,0,
ZTS,Zoetis,1555280,Health Care,active_needs_review,,/home/user/sec-derivatives-/profiles/zts.yaml,2026-06-04T11:26:23Z,2026-03-31,,0,
